,text,labels
358,Viacom and Google Resolve Copyright Lawsuit,"[0, 0, 1]"
359,Wal-Mart Targeting Visa in Lawsuit Over Swipe Fees,"[1, 0, 0]"
360,Charlie White and Meryl Davis are early frontrunners on 'Dancing with the Stars',"[0, 1, 0]"
361,"Google Glass Getting Android KitKat, Dropping Video Calls","[0, 0, 1]"
362,"The War Over Mickey Rooney's Body, Resolved: Actor To Be Buried In Hollywood","[0, 1, 0]"
363,Review Roundup Part I - HBO's THE NORMAL HEART,"[0, 1, 0]"
364,Report: FCC to Revamp Net Neutrality Rules After Backlash,"[0, 0, 1]"
365,ZeptoLab Wants To Smash Candy Crush Saga Developer's 'Candy' Trademark,"[1, 0, 0]"
366,Liza Minnelli Reacts to Passing of Mickey Rooney,"[0, 1, 0]"
367,"With Oculus Acquisition, Facebook Looks Beyond Gaming","[0, 0, 1]"
368,Climate Change – IPCC Report (2),"[0, 0, 1]"
369,Microsoft to deploy legal teams to protect users' privacy violation,"[0, 0, 1]"
370,Solange Knowles Attacks Jay Z in an Elevator,"[0, 1, 0]"
371,Pies celebrate Pi Day,"[0, 0, 1]"
372,Cloud Requires Comprehensive Security: Report,"[0, 0, 1]"
373,"Apple refreshes iPad range: iPad 2 ditched, iPad 4 with Retina now entry-level  ...","[0, 0, 1]"
374,"MTV News | WATCH: Reese Witherspoon, Kate Upton, Zooey Deschanel and  ...","[0, 1, 0]"
375,"Chris Colfer Not Leaving 'Glee,' Actor Victim of Twitter Hack","[0, 1, 0]"
376,South Africa: Engineers and metal workers launch indefinite strike,"[1, 0, 0]"
377,Teen sci-fi franchise 'Divergent' debuts with $56M - WNEM TV 5,"[0, 1, 0]"
378,HTC confirms former Samsung officer hired,"[0, 0, 1]"
379,Morrissey - Morrissey Treated In Hospital After Collapse,"[0, 1, 0]"
380,"MTV reminds us it still cares about videos, issues 2014 VMA nominations","[0, 1, 0]"
381,'American Idol' Season 13 Winner Predictions: Who Will Win? Find Out Who Will  ...,"[0, 1, 0]"
382,New Smartphone With 3D Screen By Amazon,"[0, 0, 1]"
383,The U.S. Economy To Pick Up Steam? Not So Fast,"[1, 0, 0]"
384,June Sales Up at GM; Down at Ford,"[1, 0, 0]"
385,Argentine default: Billions on the line,"[1, 0, 0]"
386,Claude Monet's Water Lilies fetch $31m,"[0, 1, 0]"
387,"Gwar frontman Dave Brockie aka Oderus Urungus dies, aged 50","[0, 1, 0]"
388,Lululemon Rises as CEO Seeks to Speed Up Global Expansion,"[1, 0, 0]"
389,Ahead of the Bell: Whole Foods rated 'sell',"[1, 0, 0]"
390,Gas Still Over $4 in California,"[1, 0, 0]"
391,Here's the best sign yet that the iPhone 6 will have a sapphire screen,"[0, 0, 1]"
392,Hewlett-Packard Company Target of Unusually High Options Trading (HPQ),"[1, 0, 0]"
393,"Microsoft Office for iPad Isn't ""Toxic"" to Intel","[0, 0, 1]"
394,"Mya Responds To Rumors That She Is Jay Z's Mistress, Says She 'Never Did  ...","[0, 1, 0]"
395,"Crows shown to reason like kids, understand causality","[0, 0, 1]"
396,Microsoft expected to announce major round of job cuts,"[0, 0, 1]"
397,Brian Johnson Denies AC/DC Retirement Imminent,"[0, 1, 0]"
398,Shire upgrades FY view as quarterly revenue rises,"[1, 0, 0]"
399,Shia LaBeouf in treatment for alcoholism — not rehab — after Broadway arrest  ...,"[0, 1, 0]"
400,7 Samsung Galaxy S5 Security Tips to Keep You Safe,"[0, 0, 1]"
401,Key Takeaways From Google I/O: Taking On Apple,"[0, 0, 1]"
402,Lorde Performs With Nirvana At Rock And Roll Hall Of Fame,"[0, 1, 0]"
403,CBS 1Q earnings rise,"[1, 0, 0]"
404,Lupita Nyong'o is People Magazine's Most Beautiful Woman,"[0, 1, 0]"
405,iPod Touch 5th Generation Price Lowered With 1080p Camera,"[0, 0, 1]"
406,Smart Move,"[0, 0, 1]"
407,Kim Kardashian Instagram Bikini & Cleavage!,"[0, 1, 0]"
408,Pinterest Moves to Make Money From Ads With Promoted Pins,"[1, 0, 0]"
409,AstraZeneca shares soar after Pfizer confirms bid talks,"[1, 0, 0]"
410,Samsung Unveils Galaxy K With A Powerful 10X Optical Zoom Camera,"[0, 0, 1]"
411,Burger King under fire for their new gay burger,"[1, 0, 0]"
412,Sam Smith's 'I'm Not The Only One' video premieres,"[0, 1, 0]"
413,Apple could unwrap iWatch in September: report,"[0, 0, 1]"
414,6/24 - 5pm - Safety Watch Q & A: Operation Dry Water,"[0, 0, 1]"
415,Botox-maker Allergan rejects takeover bid by Canada's Valeant Pharmaceuticals,"[1, 0, 0]"
416,Xbox One to launch in UAE in September,"[0, 0, 1]"
417,Oprah did not pull plug on 'Lindsay',"[0, 1, 0]"
418,Infamous Second Son: Powerful,"[0, 0, 1]"
419,From budget to business: how the low cost airlines are winning us over,"[1, 0, 0]"
420,"AT&T expands gigabit Internet plan to more Triangle, NC markets","[0, 0, 1]"
421,Extreme Rare Asteroid Occultation To Happen Next Thursday; Naked Eye Visibility,"[0, 0, 1]"
422,Johnson & Johnson's Q1 Profit Up 8 Percent,"[1, 0, 0]"
423,Tweetdeck has an XSS flaw. Here's what you should do right now,"[0, 0, 1]"
424,'Normal Heart' transcends time in superb HBO adaptation,"[0, 1, 0]"
425,North Korea's take on new US comedy: 'Act of war',"[0, 1, 0]"
426,Quantum Break TV Series Remains on Track Despite Xbox Entertainment's  ...,"[0, 0, 1]"
427,Supermoon is here again,"[0, 0, 1]"
428,Beyonce tops Forbes most powerful celebrities list,"[0, 1, 0]"
429,More details: OnePlus One with CyanogenMod 11S,"[0, 0, 1]"
430,"Julianna Margulies Says She ""Became Alicia"" to Negotiate Josh Charles' Good  ...","[0, 1, 0]"
431,"Flickr 3.0 brings complete UX overhaul, feels like Instagram for grown ups","[0, 0, 1]"
432,Review: Schwarzenegger shows old tricks familiar to long-time fans,"[0, 1, 0]"
433,8 Things We Saw At The 2014 Hangout Music Festival Pre-Party,"[0, 1, 0]"
434,Pump Price Up a Dime,"[0, 0, 1]"
435,Google's next billion dollar purchase is all about gaming… and video,"[0, 0, 1]"
436,"January jobless rate falls to 6.7 percent for North Carolina, just above national  ...","[1, 0, 0]"
437,New home sales fall nationwide and in Las Vegas region,"[1, 0, 0]"
438,Search for MH370 ceases until August,"[1, 0, 0]"
439,The article requested cannot be found! Please refresh your browser or go back  ...,"[0, 1, 0]"
440,"Jay Z, Beyonce Kick Off On the Run Tour in Miami [VIDEO]","[0, 1, 0]"
441,"HTC One Mini 2 spotted in the wild, features yellow accent color","[0, 0, 1]"
442,Facebook will use your browsing history to target ads,"[0, 0, 1]"
443,Letter from Hong Kong: Rally to defend 'two systems',"[1, 0, 0]"
444,What you should expect at Google I/O 2014,"[0, 0, 1]"
445,"Selena Gomez Reads ""I Will Always Love You"" Poem on Instagram: Meant For  ...","[0, 1, 0]"
446,Six Casino Applications Submitted for Orange County,"[1, 0, 0]"
447,"Flight 370: ""No major breakthrough"" in search yet","[1, 0, 0]"
448,Ten years after: HP's primordial Windows XP tablet versus Surface Pro 3,"[0, 0, 1]"
449,Apple planning 12.5-inch iPad?,"[0, 0, 1]"
450,"Activists, farmers protest genetically modified seeds","[1, 0, 0]"
451,L'Wren Scott death: Mick Jagger tells of grief as Rolling Stones postpone tour,"[0, 1, 0]"
452,GM to recall 7.6 mn more vehicles in the US; Chrysler to recall 700000,"[0, 0, 1]"
453,Microsoft's Nadella reshuffles senior ranks,"[0, 0, 1]"
454,"US Stocks Rise on Johnson & Johnson, Coca-Cola Results","[1, 0, 0]"
455,"Samsung Galaxy Tab S: Design, Screen, Camera, Battery and Software","[0, 0, 1]"
456,Microsoft Office 365 Subscriptions To Come With 1TB Of OneDrive Data,"[0, 0, 1]"
457,US jobless claims rise by 2000,"[1, 0, 0]"
458,Meteor shower tonight should be visible; Here are the details,"[0, 0, 1]"
459,"Nest Opens Up to Developers, Launching a Full Google Smart Home Takeover","[0, 0, 1]"
460,The First Good News About the Heartbleed Bug Emerges,"[0, 0, 1]"
461,"Sarah Michelle Gellar Slams Kim Kardashian Vogue Cover, Talks Cancelling  ...","[0, 1, 0]"
462,"Yes, Obamacare is cutting the deficit","[1, 0, 0]"
463,New Home Sales Hit Six-Year High in May,"[1, 0, 0]"
464,EPA Moves to Thwart Huge Alaskan Copper and Gold Mine,"[1, 0, 0]"
465,"GLOBAL MARKETS-Strong US jobs report pushes up dollar, Treasury yields","[1, 0, 0]"
466,"World still needs fossil fuels, Exxon says","[1, 0, 0]"
467,AOL Q1 Profit Misses Estimates; Shares Tumble,"[1, 0, 0]"
468,"Sinead O'Connor channels Jessie J for new album I'm Not Bossy, I'm the Boss","[0, 1, 0]"
469,"Miley Cyrus Gets ""Sad Kitty"" Tattoo On Inner Lip: Picture","[0, 1, 0]"
470,Powdered alcohol Palcohol due for autumn launch,"[0, 1, 0]"
471,Feds to Facebook: Hands Off WhatsApp Data,"[0, 0, 1]"
472,UN Climate Panel Chair Asking For 'Enlightenment',"[0, 0, 1]"
473,"S&P 500 index holds close to record level - Business, Government Legal News  ...","[1, 0, 0]"
474,AT&T aims for TV's future with $48.5 billion DirecTV deal,"[1, 0, 0]"
475,Selected as Mars 2020 Camera Partner,"[0, 0, 1]"
476,Zebra in $3.45 bil purchase bid,"[1, 0, 0]"
477,"Neil Patrick Harris Told By Fiance David Burtka 'Marry Me Or Set Me Free,' Says  ...","[0, 1, 0]"
478,Star's encounter with stalker was real-life scary movie scene,"[0, 1, 0]"
479,Market Update (NASDAQ:MSFT): Microsoft bills new Surface tablet as laptop  ...,"[0, 0, 1]"
480,"'NFL Sunday Ticket without satellite' sounds too good to be true, and for many it is","[0, 0, 1]"
481,Documents detail GM delays in another recall,"[0, 0, 1]"
482,Kids' Shirts Yanked for Resembling Nazi Camp Uniforms,"[0, 1, 0]"
483,Billy Joel and Christie Brinkley's daughter collapses on stage,"[0, 1, 0]"
484,Burlington-Based Nuance Has Reportedly Explored Sale,"[0, 0, 1]"
485,Moto 360 UK Release Date Confirmed: Start Saving Your Pennies,"[0, 0, 1]"
486,"(Somewhat) New films: How to Train Your Dragon 2, 22 Jump Street","[0, 1, 0]"
487,"New True Blood Season 7,Finale Episode 10 Second Spoiler Clip Released","[0, 1, 0]"
488,"Google Patches Apps, Services in Response to Heartbleed Flaw","[0, 0, 1]"
489,Meteor Shower a Bust?,"[0, 0, 1]"
490,Largest flying bird had an astounding 24 foot wingspan,"[0, 0, 1]"
491,Redesigned Chrysler Ram 1500 Pickup Truck Set For 2019,"[0, 0, 1]"
492,Lee Daniels cancels Tribeca Film Festival talk,"[0, 1, 0]"
493,Fired Symantec CEO “not a technical person”,"[1, 0, 0]"
494,Elon Musk's gigafactory,"[0, 0, 1]"
495,TI & Floyd Mayweather's Fight — Reason Revealed,"[0, 1, 0]"
496,Samsung to bring retina scanner to Galaxy Note 4?,"[0, 0, 1]"
497,Google CEO Larry Page: Tech protestors should blame government for  ...,"[0, 0, 1]"
498,BMO Capital Markets Increases Google Price Target to $600.00 (GOOG),"[1, 0, 0]"
499,Scientists Say They've Discovered Echoes Of The Big Bang,"[0, 0, 1]"
500,Young-Adult Author Walter Dean Myers Dies at 76,"[0, 1, 0]"
501,India's oil economics gets complicated with Iraq crisis,"[1, 0, 0]"
502,"Galaxy S5 fingerprint scanner has been hacked, PayPal users at risk","[0, 0, 1]"
503,Argentine stocks sink on Supreme Court decision,"[1, 0, 0]"
504,How To Update Your Samsung Galaxy S3 Mini To Android 4.3,"[0, 0, 1]"
505,"NAB half-year results show cash profit of $3.2b, but headwinds loom","[1, 0, 0]"
506,NC Senate committee passes bill that would lift fracking moratorium,"[1, 0, 0]"
507,California drought hits home: reckless lawn-watering could cost $500 (+video),"[1, 0, 0]"
508,Greek bonds fever: managers question country's 'milestone' issue,"[1, 0, 0]"
509,"NYT Publisher Denies Sexism in Abramson Firing, Says She Was a Bad Manager","[0, 1, 0]"
510,Eve and Maximillion Cooper Get Married in Ibiza,"[0, 1, 0]"
511,Friends worry Tori Spelling is doing 'True Tori' show to exact revenge on Dean  ...,"[0, 1, 0]"
512,Nintendo back in red with $229 million annual loss,"[0, 0, 1]"
513,"Apple Pulls Weed Firm From App Store: In Other News, Water Wet, Sky Blue","[0, 0, 1]"
514,VIDEO: James Cameron: Three 'Avatar' Sequel Scripts To Be 'Finished' Within  ...,"[0, 1, 0]"
515,"Scientists discover 'Pinocchio rex' — smaller, snouty cousin to fearsome T rex","[0, 0, 1]"
516,Danish zoo defends lion killing after giraffe cull,"[1, 0, 0]"
517,Nintendo can't take the gay out of gaming without a fight,"[0, 0, 1]"
518,"WWE Smackdown Recap With Video: Kane Vs. Roman Reigns, Bad News  ...","[1, 0, 0]"
519,Experts: Florida panther population may be as high as 180,"[0, 0, 1]"
520,Capitalists Take on Climate Change,"[1, 0, 0]"
521,"MH370 Lost in Indian Ocean: SAR activities concluded, 256000 sq km searched","[1, 0, 0]"
522,Snapchat Valued at $10 Billion After Raising $20 Million From Top VC,"[1, 0, 0]"
523,Commentary: Ruling opens door to censor history,"[0, 0, 1]"
524,Erykah Badu Crashes Live Newscast,"[0, 1, 0]"
525,Brangelina to make another movie together,"[0, 1, 0]"
526,Facebook Will Let You Buy Stuff Without Having To Leave It,"[0, 0, 1]"
527,Christina Ricci in the family way,"[0, 1, 0]"
528,Aaron Paul commercial accidentally switches on Xbox consoles,"[0, 0, 1]"
529,Allergan Board Says Valeant Tender Offer Is `Inadequate',"[1, 0, 0]"
530,Matt Damon Dumps Toilet Water Over Head for Ice Bucket Challenge,"[0, 1, 0]"
531,He's Here! Smithsonian's New T. Rex Arrives,"[0, 0, 1]"
532,Stable Gasoline Prices Likely for US Memorial Day Weekend,"[1, 0, 0]"
533,"UK inflation rate falls sharply to 1.5%, according to Consumer Price Index","[1, 0, 0]"
534,'True Detective' season 1 finale: Went out with a crash for millions on HBOGo,"[0, 1, 0]"
535,Xbox One June Update Adds Real Names And External Storage Support,"[0, 0, 1]"
536,Google Glass now available to buyers in the UK,"[0, 0, 1]"
537,New Detroit Website Features Housing Gems For Auction At $1000,"[1, 0, 0]"
538,"Will there be a Sharknado 3? Yes, it's coming in 2015!","[0, 1, 0]"
539,Iraq's Kurds Start Exporting Oil Unilaterally,"[1, 0, 0]"
540,Burger King teaching gay acceptance and equality one bun at a time,"[1, 0, 0]"
541,Treasuries Close Firmly Positive After Thirty-Year Bond Auction,"[1, 0, 0]"
542,Upstart Aereo service could change the way world watches TV. Supreme Court  ...,"[0, 1, 0]"
543,Selena Gomez's Grandmother Worried About Her Lupus,"[0, 1, 0]"
544,A Hacker Is Using The Find My iPhone App To Ransom Devices In Australia And  ...,"[0, 0, 1]"
545,Microsoft debuts Surface Pro 3 laptop-replacing…,"[0, 0, 1]"
546,The two companies' joint press release,"[0, 0, 1]"
547,Skype Translator to bring real-time translation to Windows in 2014,"[0, 0, 1]"
548,Researchers 'Listen' To The Age Of Stars Using Ultrasounds,"[0, 0, 1]"
549,Cold War Between Facebook and Google,"[0, 0, 1]"
550,Lea Michele dating male prostitute,"[0, 1, 0]"
551,Sony's Early Morpheus Prototype Looked Pretty Dumb,"[0, 0, 1]"
552,Nasa's Moon-Orbiting Robot Crashes Down,"[0, 0, 1]"
553,"Sony Unveils Project Morpheus, Its PlayStation Virtual Reality Headset","[0, 0, 1]"
554,Mexico's 'Louse' lights it up at World Cup,"[0, 1, 0]"
555,Restaurant bans Shia Labeouf`s entry,"[0, 1, 0]"
556,Feds warn against using Microsoft's Internet Explorer until security hole is fixed,"[0, 0, 1]"
557,"General Mills Says If You 'Like' It On Facebook, You Can Never Sue The Company","[1, 0, 0]"
558,Miami Real Estate Prices Reflect More Balanced Growth,"[1, 0, 0]"
559,Patent Office Rescinds Trademark Protection for Washington NFL Team's  ...,"[1, 0, 0]"
560,Premarket: Europe hit by gloomy economic data; Iraq keeps oil high,"[1, 0, 0]"
561,Lenovo may be about to get into the smart glasses game,"[0, 0, 1]"
562,Samsung launches the ultra-thin Galaxy Tab S as a competitor to the iPad Air,"[0, 0, 1]"
563,"Google Maps update works with Uber, has lane detection for driving","[0, 0, 1]"
564,Kimye spend over €240000 on temporary balcony,"[0, 1, 0]"
565,China offered to pay Gazprom rates higher than around $9/mmbtu - sources,"[1, 0, 0]"
566,"FOREX-Draghi helps euro higher, UK growth numbers in focus","[1, 0, 0]"
567,KitKat for Google Glass rolling out now,"[0, 0, 1]"
568,'Duck Dynasty' star Phil Robertson repeats his beliefs about 'homosexual  ...,"[0, 1, 0]"
569,"Despite its Investments, China Won't Feel Big Energy Pinch from Iraq","[1, 0, 0]"
570,India to Widen Scope for Currency Hedging by Foreign Investors,"[1, 0, 0]"
571,Solange on Jay Z lift attack: 'We're at peace with it now',"[0, 1, 0]"
572,"Two more confirmed to Fed Reserve, Fischer vice chair","[1, 0, 0]"
573,Madonna Shows Off Her Armpit Hair: 'Long Hair Don't Care!',"[0, 1, 0]"
574,Wheeler: Net Neutrality Rules By Year's End,"[0, 0, 1]"
575,Hillshire Brands Co. (HSH) Has Leaped To A New High After PPC Raised Bid,"[1, 0, 0]"
576,GM recalls 7.6M more US cars...,"[0, 0, 1]"
577,"Facebook Adds In-App Camera, Video Sharing to Messenger","[0, 0, 1]"
578,Oracle looks to boost growth with biggest deal in five years,"[0, 0, 1]"
579,'Txts with RiRi' show imagined texts between Anna Wintour and Rihanna at  ...,"[0, 1, 0]"
580,'Royals' Singer Lorde To Oversee Movie Soundtrack For 'The Hunger Games  ...,"[0, 1, 0]"
581,"Freddie Prinze, Jr. reveals working with Kiefer Sutherland made him want to quit  ...","[0, 1, 0]"
582,See How Traders Are Finding Ways To Bet On Uber,"[1, 0, 0]"
583,"'The Walking Dead' promotes Gareth, Tara, and Rosita to regulars","[0, 1, 0]"
584,Facebook sets new user posts to 'friends only' by default,"[0, 0, 1]"
585,"Next frontier for Facebook's Mark Zuckerberg: 'Drones, satellites and lasers' to  ...","[0, 0, 1]"
586,WIN a trip on Virgin Trains' new 'X-Men: Days of Future Past' train and meet  ...,"[0, 1, 0]"
587,Kim and Kanye's guests to get private tour of Versailles,"[0, 1, 0]"
588,Lufthansa Scraps Majority of Flights as Pilot Strike Looms,"[1, 0, 0]"
589,#THROWBACK THURSDAY! 32 Pictures Of Kim Kardashian Back In The Day  ...,"[0, 1, 0]"
590,Chris Pine Given Six-Month Driving Ban,"[0, 1, 0]"
591,Kendall Jenner Got Punky for Chanel Couture,"[0, 1, 0]"
592,Sean Hayes to join Will Arnett's The Millers as series regular,"[0, 1, 0]"
593,Men's Wearhouse agrees to buy Jos. A. Bank,"[1, 0, 0]"
594,It's Official: Netflix Raises Prices by $1 a Month,"[0, 0, 1]"
595,Eminem & Rihanna Are Performing The Monster For The First Time LIVE At This  ...,"[0, 1, 0]"
596,Watch: There's No One Left In First Teaser Trailer For Final Season Of 'True Blood',"[0, 1, 0]"
597,Ulta Beauty Turns Heads With Strong Earnings Beat,"[1, 0, 0]"
598,Michelle Rodriguez and Zac Efron Spotted Locking Lips in Sardinia,"[0, 1, 0]"
599,Erdogan's 'mission impossible' against Twitter,"[1, 0, 0]"
600,Captain America sets new box office record,"[0, 1, 0]"
601,Reality TV star Benzino shot by nephew while driving in funeral procession,"[0, 1, 0]"
602,Meryl Davis denies dating Maksim Chmerkovskiy? 'DWTS' romance is pretend,"[0, 1, 0]"
603,"At 88, blues guitarist BB King is a living legend, a Rock and Roll Hall of Famer  ...","[1, 0, 0]"
604,IMF Prepares $18 Billion in Loans for Ukraine,"[1, 0, 0]"
605,Sorry Spring Continues On Wall Street As Stocks Sink Ever Lower,"[1, 0, 0]"
606,"Samsung: Galaxy S5 vs Galaxy S Duos 2, Design,Display,camera...","[0, 0, 1]"
607,Nissan reports hefty profit rise,"[1, 0, 0]"
608,US stocks eke out small gains,"[1, 0, 0]"
609,“Wings” Banner & Video Teaser For 'Maleficent'; New Trailer Online Tomorrow,"[0, 1, 0]"
610,Microsoft says it snooped on Hotmail to track leak,"[0, 0, 1]"
611,C Spire will carry the Samsung Galaxy S5 in May,"[0, 0, 1]"
